planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
291839-servicio-mantenimiento-reparacion-muebles-aberturas;291839-servicio-mantenimiento-reparacion-muebles-aberturas-1;291839-servicio-mantenimiento-reparacion-muebles-aberturas-1;;;291839;Servicio de mantenimiento y reparación de muebles y aberturas;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Centro Cultural de la Republica - El Cabildo / Congreso Nacional / Poder Legislativo;ADJ;Adjudicada;19/10/2015 09:00;tradicional;30/4/2015 00:00;5/10/2015 16:31;
287281-construccion-empedrado-san-rafael-km-12;287281-construccion-empedrado-san-rafael-km-12-1;287281-construccion-empedrado-san-rafael-km-12-1;;;287281;CONSTRUCCION DE EMPEDRADO EN SAN RAFAEL KM. 12;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Rafael del Paraná / Municipalidades;ADJ;Adjudicada;14/10/2015 08:00;tradicional;30/9/2015 00:00;5/10/2015 15:54;
294610-readecuacion-banos-planta-villa-elisa;294610-readecuacion-banos-vestuarios-villa-elisa-1;294610-readecuacion-banos-vestuarios-villa-elisa-1;;;294610;READECUACIÓN DE BAÑOS Y VESTUARIOS PARA VILLA ELISA;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Petróleos Paraguayos / Empresas Públicas;ADJ;Adjudicada;19/10/2015 09:00;tradicional;30/9/2015 00:00;5/10/2015 13:28;
298738-adquisicion-articulos-merchandising-corporativo-1;298738-adquisicion-articulos-merchandising-corporativo-1;298738-adquisicion-articulos-merchandising-corporativo-1;;;298738;ADQUISICION DE ARTICULOS DE MERCHANDISING CORPORATIVO;CO - Concurso de Ofertas;10 - Textiles, vestuarios y calzados;Petróleos Paraguayos / Empresas Públicas;ADJ;Adjudicada;19/10/2015 14:00;tradicional;30/9/2015 00:00;5/10/2015 13:28;
298547-servicio-cableado-red-montaje-datacenter-cem-1;298547-servicio-cableado-red-montaje-datacenter-cem-1;298547-servicio-cableado-red-montaje-datacenter-cem-1;;;298547;SERVICIO DE CABLEADO DE RED Y MONTAJE DE DATACENTER PARA EL CEM;CO - Concurso de Ofertas;7 - Servicios Técnicos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;3/11/2015 08:45;tradicional;31/8/2015 00:00;5/10/2015 13:27;
290077-contratacion-servicio-publicidad-propaganda;290077-contratacion-servicio-publicidad-propaganda-1;290077-contratacion-servicio-publicidad-propaganda-1;;;290077;CONTRATACION DE SERVICIO DE PUBLICIDAD Y PROPAGANDA;CO - Concurso de Ofertas;8 - Publicidad y Propaganda;Ministerio de Agricultura y Ganadería / Poder Ejecutivo;ADJ;Adjudicada;15/10/2015 10:00;tradicional;31/3/2015 00:00;5/10/2015 13:27;
288209-construccion-casa-cultura-primera-etapa;288209-construccion-casa-cultura-primera-etapa-1;288209-construccion-casa-cultura-primera-etapa-1;;;288209;Construcción de la Casa de la cultura - primera etapa;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Natalio / Municipalidades;ADJ;Adjudicada;19/10/2015 07:30;tradicional;28/2/2015 00:00;5/10/2015 12:46;
299208-regularizacion-asfaltica-pavimento-tipo-rigido-calles-avenidas-distrito-ciudad-este-1;299208-regularizacion-asfaltica-pavimento-tipo-rigido-calles-avenidas-distrito-ciudad-este-1;299208-regularizacion-asfaltica-pavimento-tipo-rigido-calles-avenidas-distrito-ciudad-este-1;;;299208;REGULARIZACIÓN ASFÁLTICA Y PAVIMENTO TIPO RÍGIDO DE CALLES Y AVENIDAS EN EL DISTRITO DE CIUDAD DEL ESTE.;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Alto Paraná / Gobiernos Departamentales;ADJ;Adjudicada;28/10/2015 07:15;tradicional;31/10/2015 00:00;5/10/2015 12:30;
289143-construcc-emped-camino-yukyry-puente-arroyo;289143-construcc-emped-camino-yukyry-puente-arroyo-3,289143-construcc-emped-camino-yukyry-puente-arroyo-1;289143-construcc-emped-camino-yukyry-puente-arroyo-1;;;289143;CONSTRUCC. DE EMPED. CAMINO A YUKYRY HACIA PUENTE SOBRE ARROYO;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Luque / Municipalidades;ADJ;Adjudicada;16/10/2015 09:00;tradicional;28/2/2015 00:00;5/10/2015 11:32;
299783-adquisicion-impresora-tarjetas-pvc-institucion-municipal-1;299783-adquisicion-impresora-tarjetas-pvc-institucion-municipal-1;299783-adquisicion-impresora-tarjetas-pvc-institucion-municipal-1;;;299783;Adquisición de impresora de tarjetas PVC para la Institución Municipal;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Ayolas / Municipalidades;ADJ;Adjudicada;14/10/2015 09:30;tradicional;30/9/2015 00:00;5/10/2015 11:31;
296860-adquisicion-e-instalacion-modulo-potencia-ascensor-n-2-edificio-boqueron-ips-1;296860-cd-26-15-adquisicion-e-instalacion-modulo-potencia-ascensor-n-2-edificio-boqueron-ip-1;296860-cd-26-15-adquisicion-e-instalacion-modulo-potencia-ascensor-n-2-edificio-boqueron-ip-1;;;296860;CD 26-15 ADQUISICION E INSTALACION DE MÓDULO DE POTENCIA PARA EL ASCENSOR N° 2 - EDIFICIO BOQUERÓN DEL IPS;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;8/10/2015 08:00;tradicional;31/7/2015 00:00;5/10/2015 10:49;
292167-contratacion-consultor-individual-internacional-elaboracion-plan-capacitac;292167-contratacion-consultor-individual-internacional-elaboracion-plan-capacitacion-formac-1;292167-contratacion-consultor-individual-internacional-elaboracion-plan-capacitacion-formac-1;;;292167;Contratación de Consultor Individual Internacional para la Elaboración de un Plan de Capacitación para la Formación y Actualización del Personal de la DGE, SINAFOCAL y SNPP;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo;ADJ;Adjudicada;12/10/2015 11:00;tradicional;30/9/2015 00:00;5/10/2015 10:48;
299522-construccion-empedrado-calle-mcal-lopez-cnia-10-laurelty-1;299522-construccion-empedrado-calle-mcal-lopez-cnia-10-laurelty-1;;;;299522;CONSTRUCCION DE EMPEDRADO CALLE MCAL LOPEZ CÑIA 10 LAURELTY;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Capiatá / Municipalidades;EVAL;En Evaluacion (Cerrada);13/10/2015 08:00;tradicional;30/9/2015 00:00;5/10/2015 10:32;
287687-servicio-mantenimiento-correctivo-impresoras-laser;287687-servicio-mantenimiento-impresoras-laser-ricoh-2;287687-servicio-mantenimiento-impresoras-laser-ricoh-1;;;287687;Servicio de Mantenimiento de Impresoras Laser Ricoh;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Banco Nacional de Fomento  / Entidades Financieras Oficiales;ADJ;Adjudicada;16/10/2015 08:00;tradicional;30/9/2015 00:00;5/10/2015 10:04;
299789-reparacion-pintura-municipalidad-itakyry-1;299789-reparacion-pintura-municipalidad-itakyry-1;299789-reparacion-pintura-municipalidad-itakyry-1;;;299789;Reparación y Pintura de la Municipalidad de Itakyry ;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Itakyry / Municipalidades;ADJ;Adjudicada;12/10/2015 07:05;tradicional;31/10/2015 00:00;5/10/2015 09:54;
299703-construccion-alcantarillado-obras-complementarias-1;299703-construccion-alcantarillado-obras-complementarias-1;299703-construccion-alcantarillado-obras-complementarias-1;;;299703;CONSTRUCCION DE ALCANTARILLADO Y OBRAS COMPLEMENTARIAS;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Félix Pérez Cardozo / Municipalidades;ADJ;Adjudicada;10/10/2015 09:00;tradicional;31/10/2015 00:00;5/10/2015 09:51;
299683-construccion-pavimento-tipo-empedrado-km-18-monday-avda-principal-1;299683-construccion-pavimento-tipo-empedrado-km-18-monday-avda-principal-1;299683-construccion-pavimento-tipo-empedrado-km-18-monday-avda-principal-1;;;299683;Construcción de Pavimento Tipo Empedrado en el Km. 18 Monday - Avda. Principal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Minga Guazú / Municipalidades;ADJ;Adjudicada;12/10/2015 08:30;tradicional;30/9/2015 00:00;5/10/2015 09:47;
298885-adquisicion-carretillas-carritos-barrenderos-municipalidad-asuncion-1;298885-adquisicion-carretillas-carritos-barrenderos-municipalidad-asuncion-1;;;;298885;ADQUISICION DE CARRETILLAS Y CARRITOS PARA BARRENDEROS DE LA MUNICIPALIDAD DE ASUNCION;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Asunción / Municipalidades;EVAL;En Evaluacion (Cerrada);14/10/2015 08:45;tradicional;30/9/2015 00:00;5/10/2015 09:36;
298225-servicio-monitoreo-escalamiento-informatico-1;298225-lp1165-2015-servicio-monitoreo-escalamiento-informatico-1;298225-lp1165-2015-servicio-monitoreo-escalamiento-informatico-1;;;298225;Lp1165-2015. Servicio de Monitoreo y Escalamiento Informático.;LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Administración Nacional de Electricidad / Empresas Públicas;ADJ;Adjudicada;22/10/2015 07:30;tradicional;31/7/2015 00:00;5/10/2015 07:45;
;;;312-2015-manifestacion-interes-llamado-n-155-2015-manifestacion-interes-contratacion-servic;;312;MANIFESTACIÓN DE INTERÉS. LLAMADO Nº 155/2015 MANIFESTACIÓN DE INTERÉS  PARA LA CONTRATACIÓN DE SERVICIOS DE CONSULTORÍA PARA EL CATASTRO DE LA FRANJA DE DOMINIO Y LA FISCALIZACIÓN DE LAS OBRAS DE REHABILITACIÓN Y PAVIMENTACIÓN DEL TRAMO SAN JUAN NEPOMUCENO ? RUTA PY Nº 6;AI - Acuerdo Internacional;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo;PREC;Precalificada;19/10/2015 13:30;precalificacion;;5/10/2015 00:00;
299470-adquisicion-tintas-toner-1;299470-adquisicion-tintas-toner-1;299470-adquisicion-tintas-toner-1;;;299470;ADQUISICIÓN DE TINTAS Y TONER;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Corte Suprema de Justicia / Poder Judicial;ADJ;Adjudicada;19/10/2015 10:00;tradicional;30/9/2015 00:00;2/10/2015 17:23;
291575-adquisicion-uniformes-funcionarios-institucion;291575-adquisicion-uniformes-funcionarios-institucion-1;291575-adquisicion-uniformes-funcionarios-institucion-1;;;291575;ADQUISICION DE UNIFORMES PARA FUNCIONARIOS DE LA INSTITUCION;CD - Contratación Directa;10 - Textiles, vestuarios y calzados;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;15/10/2015 09:00;tradicional;30/9/2015 00:00;2/10/2015 17:12;
286027-servicio-auditoria-estados-contables-ejecucion-presupuestaria-acompanamien;286027-servicio-auditoria-estados-contables-ejecucion-presupuestaria-acompanamiento-cierre-1;286027-servicio-auditoria-estados-contables-ejecucion-presupuestaria-acompanamiento-cierre-1;;;286027;SERVICIO DE AUDITORÍA DE LOS ESTADOS CONTABLES, EJECUCIÓN PRESUPUESTARIA Y ACOMPAÑAMIENTO PARA EL CIERRE DEL EJERCICIO FISCAL 2015;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Comisión Nacional de Telecomunicaciones / Entes Autónomos y Autárquicos;ADJ;Adjudicada;14/10/2015 13:45;tradicional;30/9/2015 00:00;2/10/2015 17:12;
291210-servicio-vigilancia-control-remoto-sistema-alarma-robo;291210-servicio-vigilancia-control-remoto-sistema-alarma-robo-1;291210-servicio-vigilancia-control-remoto-sistema-alarma-robo-1;;;291210;Servicio de Vigilancia y Control Remoto de Sistema de Alarma Contra Robo;CD - Contratación Directa;7 - Servicios Técnicos;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;30/10/2015 11:00;tradicional;31/8/2015 00:00;2/10/2015 17:11;
298455-alquiler-equipos-post-cobro-tarjetas-debito-o-credito-1;298455-alquiler-equipos-post-cobro-tarjetas-debito-o-credito-1;;;;298455;Alquiler de Equipos Post para Cobro Mediante Tarjetas de débito o crédito;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Administración Nacional de Electricidad / Empresas Públicas;DES;Desierta;23/10/2015 08:55;tradicional;30/11/2015 00:00;2/10/2015 17:08;
291287-contratacion-servicio-medico-internacional-salud-funcionarios-bcp;291287-cd-10-2015-contratacion-servicio-medico-asistencia-viajero-funcionarios-bcp-1;;;;291287;CD 10/2015 - CONTRATACION DE SERVICIO MEDICO DE ASISTENCIA AL VIAJERO PARA FUNCIONARIOS DEL BCP;CD - Contratación Directa;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Banco Central del Paraguay / Banca Central del Estado;CAN;Anulada o Cancelada;4/11/2015 10:00;tradicional;30/9/2015 00:00;2/10/2015 17:07;
286260-mantenimiento-reparaciones-menores-equipos-informaticos-fotocopiadoras;286260-mantenimiento-reparaciones-menores-equipos-informaticos-fotocopiadoras-1;286260-mantenimiento-reparaciones-menores-equipos-informaticos-fotocopiadoras-1;;;286260;Mantenimiento y reparaciones menores de equipos informáticos y fotocopiadoras;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Secretaria Nacional por los Derechos Humanos de las Personas con Discapacidad / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;9/10/2015 10:30;tradicional;28/2/2015 00:00;2/10/2015 17:07;
288770-alquiler-licencias-computacionales;288770-alquiler-licencias-computacionales-1;288770-alquiler-licencias-computacionales-1;;;288770;Alquiler de Licencias Computacionales;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Colegio Experimental Paraguay - Brasil / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;13/10/2015 08:30;tradicional;30/9/2015 00:00;2/10/2015 17:07;
286970-contratacion-seguros-responsabilidad-civil-dnvs;286970-contratacion-seguros-responsabilidad-civil-dnvs-7,286970-contratacion-seguros-responsabilidad-civil-dnvs-5,286970-contratacion-seguros-responsabilidad-civil-dnvs-3,286970-contratacion-seguros-responsabilidad-civil-dnvs;286970-contratacion-seguros-responsabilidad-civil-dnvs-1;;;286970;CONTRATACION DE SEGUROS DE RESPONSABILIDAD CIVIL PARA LA DNVS;CD - Contratación Directa;6 - Seguros;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;20/10/2015 14:50;tradicional;30/9/2015 00:00;2/10/2015 17:06;
299736-construccion-puente-j-eulogio-estigarribia-1;299736-construccion-puente-j-eulogio-estigarribia-1;299736-construccion-puente-j-eulogio-estigarribia-1;;;299736;CONSTRUCCION DE PUENTE EN J. EULOGIO ESTIGARRIBIA;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Caaguazú / Gobiernos Departamentales;ADJ;Adjudicada;16/10/2015 08:00;tradicional;30/9/2015 00:00;2/10/2015 17:03;
278080-adquisicion-productos-papel-dependencias-nivel-central-msp-ybs;278080-adquisicion-papel-criterios-sustentables-dependencias-nivel-central-1;278080-adquisicion-papel-criterios-sustentables-dependencias-nivel-central-1;;;278080;ADQUISICION DE PAPEL CON CRITERIOS SUSTENTABLES PARA DEPENDENCIAS DE NIVEL CENTRAL;CO - Concurso de Ofertas;11 - Utiles de oficina, Productos de papel y cartón e impresos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;23/10/2015 09:20;tradicional;31/7/2015 00:00;2/10/2015 16:52;
296669-construccion-sistema-prevencion-incendio-local-artigas-1;296669-construccion-sistema-prevencion-incendio-local-artigas-3,296669-construccion-sistema-prevencion-incendio-local-artigas-1;296669-construccion-sistema-prevencion-incendio-local-artigas-1;;;296669;CONSTRUCCIÓN DEL SISTEMA DE PREVENCIÓN CONTRA INCENDIO DEL LOCAL DE ARTIGAS;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Comisión Nacional de Telecomunicaciones / Entes Autónomos y Autárquicos;ADJ;Adjudicada;15/10/2015 08:45;tradicional;30/9/2015 00:00;2/10/2015 16:48;
298991-adquisicion-equipos-informaticos-1;298991-adquisicion-equipos-informaticos-1;298991-adquisicion-equipos-informaticos-1;;;298991;ADQUISICION DE EQUIPOS INFORMATICOS;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de San Lázaro / Municipalidades;ADJ;Adjudicada;12/10/2015 10:00;tradicional;31/8/2015 00:00;2/10/2015 16:40;
286867-adquisicion-servicios-ceremoniales-otros;286867-cd-n-13-15-adquisicion-tubos-hormigon-armado-1;286867-cd-n-13-15-adquisicion-tubos-hormigon-armado-1;;;286867;CD N° 13/15,  ADQUISICION DE TUBOS DE HORMIGON ARMADO;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Pirapó / Municipalidades;ADJ;Adjudicada;27/10/2015 08:00;tradicional;30/9/2015 00:00;2/10/2015 16:24;
299399-servicio-tercerizado-radioterapia-instituto-nacional-cancer-1;299399-servicio-tercerizado-radioterapia-instituto-nacional-cancer-1;299399-servicio-tercerizado-radioterapia-instituto-nacional-cancer-1;;;299399;SERVICIO TERCERIZADO DE RADIOTERAPIA PARA EL INSTITUTO NACIONAL DEL CANCER;LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;30/10/2015 09:50;tradicional;30/9/2015 00:00;2/10/2015 16:18;
293522-adquisicion-camaras-cubiertas-ad-referendum;293522-adquisicion-camaras-cubiertas-ad-referendum-1;293522-adquisicion-camaras-cubiertas-ad-referendum-1;;;293522;ADQUISICION DE CAMARAS Y CUBIERTAS - AD REFERENDUM;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Servicio Nacional de Promocion Profesional  / Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo;ADJ;Adjudicada;9/10/2015 09:00;tradicional;28/2/2015 00:00;2/10/2015 16:18;
