planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
284825-mantenimiento-preventivo-correctivo-portones;284825-mantenimiento-preventivo-correctivo-portones-bnf-ad-referendum;284825-mantenimiento-preventivo-correctivo-portones-bnf-ad-referendum-1;;;284825;Mantenimiento preventivo y correctivo de Portones para el BNF - Ad Referendum ;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Banco Nacional de Fomento  / Entidades Financieras Oficiales;ADJ;Adjudicada;9/2/2015 08:50;tradicional;30/11/2014 00:00;20/1/2015 14:10;
285796-adquisicion-baterias-vehiculos-mic;285796-adquisicion-baterias-vehiculos-mic;285796-adquisicion-baterias-vehiculos-mic;;;285796;ADQUISICIÓN DE BATERÍAS PARA VEHÍCULOS DEL MIC;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Ministerio de Industria y Comercio / Poder Ejecutivo;ADJ;Adjudicada;4/2/2015 10:30;tradicional;31/1/2015 00:00;20/1/2015 14:03;
285877-adquisicion-calculadoras-examen-ingreso-fcm-ad-referendum-presupuesto-2015;285877-adquisicion-calculadoras-examen-ingreso-fcm-ad-referendum-presupuesto-2015;;;;285877;ADQUISICION DE CALCULADORAS PARA EXAMEN DE INGRESO DE LA FCM - AD REFERENDUM PRESUPUESTO 2015;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;CAN;Anulada o Cancelada;26/1/2015 11:00;tradicional;31/1/2015 00:00;20/1/2015 13:59;
286054-adquisicion-licencia-antivirus;286054-adquisicion-licencia-antivirus;286054-adquisicion-licencia-antivirus;;;286054;ADQUISICION DE LICENCIA ANTIVIRUS;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio de Economía y Finanzas / Poder Ejecutivo;ADJ;Adjudicada;2/2/2015 10:30;tradicional;31/1/2015 00:00;20/1/2015 13:57;
285247-adquisicion-serv-mant-rep-sala-enfriamiento-congelamiento-carniceria-ad-re;285247-adquisicion-serv-mant-rep-sala-enfriamiento-congelamiento-carniceria-ad-re;285247-adquisicion-serv-mant-rep-sala-enfriamiento-congelamiento-carniceria-ad-referendum-1;;;285247;Adquisición de Serv. de Mant y Rep. de Sala de Enfriamiento y Congelamiento de Carniceria (Ad Referendum);CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;28/1/2015 09:00;tradicional;31/12/2014 00:00;20/1/2015 13:42;
285342-contratacion-servicios-re-certificacion-certificacion-iso-9001-2008-udm-dg;285342-contratacion-servicios-re-certificacion-certificacion-iso-9001-2008-udm-dg;285342-contratacion-servicios-re-certificacion-certificacion-iso-9001-2008-udm-dg;;;285342;CONTRATACIÓN DE SERVICIOS DE RE CERTIFICACIÓN Y CERTIFICACIÓN ISO 9001:2008 PARA LA UDM Y LA DGCP;CO - Concurso de Ofertas;7 - Servicios Técnicos;Ministerio de Economía y Finanzas / Poder Ejecutivo;ADJ;Adjudicada;2/2/2015 10:30;tradicional;31/1/2015 00:00;20/1/2015 12:53;
285779-adquisicion-acondicionadores-aire-ventiladores;285779-adquisicion-acondicionadores-aire-ventiladores;285779-adquisicion-acondicionadores-aire-ventiladores-1;;;285779;ADQUISICION DE ACONDICIONADORES DE AIRE Y VENTILADORES;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de Itá / Municipalidades;ADJ;Adjudicada;2/2/2015 09:00;tradicional;31/1/2015 00:00;20/1/2015 11:40;
285711-adquisicion-muebles-congreso-nacion;285711-adquisicion-muebles-congreso-nacion;285711-adquisicion-muebles-congreso-nacion-1;;;285711;Adquisición de muebles para el Congreso de la Nación;CD - Contratación Directa;23 - Muebles y Enseres;Congreso Nacional / Poder Legislativo;ADJ;Adjudicada;4/2/2015 10:00;tradicional;31/1/2015 00:00;20/1/2015 11:32;
285594-servicio-entrega-diario;285594-servicio-entrega-diario;285594-servicio-entrega-diario;;;285594;SERVICIO DE ENTREGA DE DIARIO;CD - Contratación Directa;7 - Servicios Técnicos;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;28/1/2015 10:00;tradicional;31/1/2015 00:00;20/1/2015 11:22;
285527-servicio-transporte-caudales;285527-servicio-transporte-caudales;285527-servicio-transporte-caudales;;;285527;Servicio de Transporte de Caudales;CO - Concurso de Ofertas;25 - Equipos Militares y de Seguridad. Servicio de Seguridad y Vigilancia;Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos;ADJ;Adjudicada;30/1/2015 08:20;tradicional;31/1/2015 00:00;20/1/2015 11:10;
286071-servicio-consultoria-informatica-contable-administrativa;286071-servicio-consultoria-informatica-contable-administrativa;286071-servicio-consultoria-informatica-contable-administrativa;;;286071;Servicio de Consultoria Informatica, Contable y Administrativa;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Salto del Guairá / Municipalidades;ADJ;Adjudicada;26/1/2015 07:30;tradicional;31/1/2015 00:00;20/1/2015 10:29;
286042-adquisicion-seguros;286042-adquisicion-seguros;286042-adquisicion-seguros;;;286042;ADQUISICIÓN DE SEGUROS;CD - Contratación Directa;6 - Seguros;Municipalidad de Loma Plata / Municipalidades;ADJ;Adjudicada;30/1/2015 07:30;tradicional;31/1/2015 00:00;20/1/2015 10:23;
285984-adquisicion-asfalto-frio-bacheos;285984-contratacion-directa-na-03-2015-adquisicion-asfalto-frio-bacheos;285984-contratacion-directa-na-03-2015-adquisicion-asfalto-frio-bacheos-1;;;285984;CONTRATACION DIRECTA Nª 03/2015 - Adquisición de asfalto en frío para bacheos.;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Luque / Municipalidades;ADJ;Adjudicada;4/2/2015 07:30;tradicional;31/1/2015 00:00;20/1/2015 10:10;
285842-servicio-publicidad-institucional-diferentes-medios-comunicacion;285842-servicio-publicidad-institucional-diferentes-medios-comunicacion;285842-servicio-publicidad-institucional-diferentes-medios-comunicacion;;;285842;Servicio de Publicidad Institucional en diferentes medios de Comunicación ;CD - Contratación Directa;8 - Publicidad y Propaganda;Municipalidad de Salto del Guairá / Municipalidades;ADJ;Adjudicada;4/2/2015 07:30;tradicional;31/1/2015 00:00;20/1/2015 10:08;
285680-adquisicion-acondicionadores-aire-tipo-split;285680-adquisicion-acondicionadores-aire-tipo-split;;;;285680;"""ADQUISICION DE ACONDICIONADORES DE AIRE TIPO SPLIT""";CD - Contratación Directa;23 - Muebles y Enseres;Direccion General de Migraciones / Ministerio del Interior / Poder Ejecutivo;DES;Desierta;3/2/2015 08:00;tradicional;31/1/2015 00:00;20/1/2015 10:06;
285735-adquisicion-desmalezadoras-instituciones-publicas-ciudad-emboscada;285735-adquisicion-desmalezadoras-instituciones-publicas-ciudad-emboscada;285735-adquisicion-desmalezadoras-instituciones-publicas-ciudad-emboscada-1;;;285735;ADQUISICIÓN DE DESMALEZADORAS PARA LAS INSTITUCIONES PUBLICAS DE LA CIUDAD DE EMBOSCADA;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Emboscada / Municipalidades;ADJ;Adjudicada;28/1/2015 07:10;tradicional;31/1/2015 00:00;20/1/2015 09:50;
285920-mantenimiento-reparacion-menor-vahiculos-institucion;285920-mantenimiento-reparacion-menor-vahiculos-institucion;285920-mantenimiento-reparacion-menor-vahiculos-institucion;;;285920;MANTENIMIENTO Y REPARACION MENOR DE VAHICULOS DE LA INSTITUCION;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Honorable Cámara de Diputados / Poder Legislativo;ADJ;Adjudicada;30/1/2015 10:00;tradicional;31/1/2015 00:00;20/1/2015 09:44;
285686-contratacion-seguro-integral-bancario-banco-central-paraguay;285686-lpn-2-20105-contratacion-seguro-integral-bancario-banco-central-paraguay;285686-lpn-2-20105-contratacion-seguro-integral-bancario-banco-central-paraguay-ad-referend-1;;;285686;LPN 2/20105 - CONTRATACION DEL SEGURO INTEGRAL BANCARIO PARA EL BANCO CENTRAL DEL PARAGUAY - AD REFERENDUM;LPN - Licitación Pública Nacional;6 - Seguros;Banco Central del Paraguay / Banca Central del Estado;ADJ;Adjudicada;16/2/2015 10:00;tradicional;31/1/2015 00:00;20/1/2015 08:42;
286165-servicio-impresion-revista-informativa-u-n-c-4-edicion-ad-referendum;286165-servicio-impresion-revista-informativa-u-n-c-4-edicion-ad-referendum;286165-servicio-impresion-revista-informativa-u-n-c-4-edicion-ad-referendum-1;;;286165;Servicio de Impresión de Revista Informativa de la U.N.C. ? 4º Edición ? Ad Referéndum;CD - Contratación Directa;7 - Servicios Técnicos;Universidad Nacional de Concepción / Universidades Nacionales;ADJ;Adjudicada;2/2/2015 09:45;tradicional;28/2/2015 00:00;20/1/2015 08:33;
285756-refaccion-e-iluminacion-predio-laguna-ita;285756-refaccion-e-iluminacion-predio-laguna-ita;285756-refaccion-e-iluminacion-predio-laguna-ita;;;285756;REFACCIÓN E ILUMINACIÓN EN EL PREDIO DE LA LAGUNA DE ITA;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Itá / Municipalidades;ADJ;Adjudicada;27/1/2015 09:00;tradicional;31/1/2015 00:00;20/1/2015 08:20;
285198-adquisicion-alimentos-personas;285198-adquisicion-alimentos-personas;285198-adquisicion-alimentos-personas-1;;;285198;ADQUISICION DE ALIMENTOS PARA PERSONAS;CO - Concurso de Ofertas;14 - Productos Alimenticios;Municipalidad de Pedro Juan Caballero / Municipalidades;ADJ;Adjudicada;2/2/2015 07:30;tradicional;31/1/2015 00:00;20/1/2015 08:08;
286182-instalacion-artefactos-electricos-iluminacion;286182-instalacion-artefactos-electricos-iluminacion;286182-instalacion-artefactos-electricos-iluminacion;;;286182;INSTALACION DE ARTEFACTOS ELECTRICOS DE ILUMINACION;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Ignacio / Municipalidades;ADJ;Adjudicada;30/1/2015 08:00;tradicional;31/1/2015 00:00;19/1/2015 15:12;
285787-mantenimiento-reparacion-cableado-fibra-optica-ad-referendum-presupuesto;285787-mantenimiento-reparacion-cableado-fibra-optica-ad-referendum-2015;285787-mantenimiento-reparacion-cableado-fibra-optica-ad-referendum-2015;;;285787;MANTENIMIENTO Y REPARACIÓN DE CABLEADO DE FIBRA ÓPTICA - AD REFERÉNDUM 2015;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;28/1/2015 10:00;tradicional;31/1/2015 00:00;19/1/2015 14:40;
285174-adquisicion-urgente-instrumentales-equipos-biomedicos-marca-karl-storz-per;285174-cd-71-14-adquisicion-urgente-instrumentales-equipos-biomedicos-marca-karl;285174-cd-71-14-adquisicion-urgente-instrumentales-equipos-biomedicos-marca-karl-storz-pert-1;;;285174;CD 71/14 ADQUISICIÓN URGENTE  DE INSTRUMENTALES PARA EQUIPOS BIOMEDICOS DE LA MARCA KARL STORZ PERTENECIENTES AL SERVICIO DE CIRUGIA INFANTIL DEL IPS - AD REFERENDUM 2015;CD - Contratación Directa;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;2/2/2015 09:45;tradicional;31/1/2015 00:00;19/1/2015 14:33;
285937-construccion-empedrado-calle-carlos-antonio-lopez-fonacide;285937-construccion-empedrado-calle-carlos-antonio-lopez-fonacide;285937-construccion-empedrado-calle-carlos-antonio-lopez-fonacide-1;;;285937;CONSTRUCCION DE EMPEDRADO EN LA CALLE CARLOS ANTONIO LOPEZ (FONACIDE);CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Mbuyapey / Municipalidades;ADJ;Adjudicada;26/1/2015 08:30;tradicional;31/1/2015 00:00;19/1/2015 14:33;
284202-refaccion-mejoras-instituciones-educativas-area-rural;284202-refaccion-mejoras-instituciones-educativas-area-rural;284202-refaccion-mejoras-instituciones-educativas-area-rural;;;284202;Refaccion y Mejoras de Instituciones Educativas del Área Rural;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Fram / Municipalidades;ADJ;Adjudicada;27/1/2015 09:00;tradicional;31/1/2015 00:00;19/1/2015 14:28;
281026-consultoria-mejoramiento-vial-redes-servicios-basicos-b-san-jeronimo;281026-llamado-mopc-n-05-2015-consultoria-mejoramiento-vial-redes-servicios-basic;281026-llamado-mopc-n-05-2015-consultoria-mejoramiento-vial-redes-servicios-basicos-b-san-1;;;281026;LLAMADO MOPC Nº 05-2015 CONSULTORIA DE MEJORAMIENTO VIAL Y REDES DE SERVICIOS BASICOS. B° SAN JERONIMO - CONVENIO DE PRESTAMO Nº 2419/OC-PRY 2420/BL-PR, AD REFERENDUM AL PGN 2015;SCC - Selección basada en las calificaciones de los consultores ;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo;ADJ;Adjudicada;9/2/2015 09:00;tradicional;31/1/2015 00:00;19/1/2015 14:16;
285965-adquisicion-pasajes-aereos-terrestres;285965-adquisicion-pasajes-aereos-terrestres;285965-adquisicion-pasajes-aereos-terrestres;;;285965;Adquisición de Pasajes Aéreos y Terrestres;CO - Concurso de Ofertas;1 - Pasajes y Transportes;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;6/2/2015 14:30;tradicional;31/1/2015 00:00;19/1/2015 14:04;
284409-sevicio-reparacion-mayor-equipo-medicion;284409-sevicio-reparacion-mayor-equipo-medicion;284409-sevicio-reparacion-mayor-equipo-medicion-1;;;284409;Sevicio de Reparacion Mayor de Equipo de Medicion;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Industria Nacional del Cemento / Empresas Públicas;ADJ;Adjudicada;29/1/2015 09:00;tradicional;31/1/2015 00:00;19/1/2015 12:44;
285364-adquisicion-equipos-vor-dme-aig;285364-adquisicion-equipos-vor-dme-aig;285364-adquisicion-equipos-vor-dme-aig-1;;;285364;ADQUISICION DE EQUIPOS VOR Y DME PARA EL AIG;LPN - Licitación Pública Nacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Dirección Nacional de Aeronaútica Civil / Empresas Públicas;ADJ;Adjudicada;3/2/2015 08:00;tradicional;31/1/2015 00:00;19/1/2015 12:39;
285176-consultoria-realizacion-censo-potenciales-beneficiarios-ley-adultos-mayore;285176-consultoria-realizacion-censo-potenciales-beneficiarios-ley-adultos-mayore;285176-consultoria-realizacion-censo-potenciales-beneficiarios-ley-adultos-mayore;;;285176;CONSULTORIA PARA LA REALIZACIÓN DEL CENSO DE POTENCIALES BENEFICIARIOS DE LA LEY DE ADULTOS MAYORES;CE - Contratación por Excepción;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Economía y Finanzas / Poder Ejecutivo;ADJ;Adjudicada;2/2/2015 09:30;tradicional;31/12/2014 00:00;19/1/2015 12:00;
285487-construccion-empedrado-barrio-buena-vista-barrio-union;285487-construccion-empedrado-barrio-buena-vista-barrio-union;285487-construccion-empedrado-barrio-buena-vista-barrio-union;;;285487;Construcción de Empedrado en el Barrio Buena Vista y Barrio Unión;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Bella Vista - Itapúa / Municipalidades;ADJ;Adjudicada;11/2/2015 08:00;tradicional;31/1/2015 00:00;19/1/2015 11:30;
285263-adquisicion-resma-papel-criterios-sustentabilidad-ad-referendum;285263-adquisicion-resma-papel-criterios-sustentabilidad-ad-referendum;285263-adquisicion-resma-papel-criterios-sustentabilidad-ad-referendum-1;;;285263;Adquisicion de Resma de Papel con Criterios de Sustentabilidad (Ad Referendum) ;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;28/1/2015 08:00;tradicional;31/12/2014 00:00;19/1/2015 10:51;
281037-consultoria-estudios-prediales-catastro-ad-referendum-pgn-2015;281037-llamado-mopc-n-170-14-consultoria-estudios-prediales-catastro-ad-referendu;281037-llamado-mopc-n-170-14-consultoria-estudios-prediales-catastro-ad-referendum-pgn-2015-1;;;281037;LLAMADO MOPC Nº 170-14 CONSULTORIA PARA ESTUDIOS PREDIALES Y CATASTRO. AD REFERENDUM AL PGN 2015;SBCC - Selección basada en la calidad y el costo ;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo;ADJ;Adjudicada;4/3/2015 09:00;tradicional;31/1/2015 00:00;19/1/2015 10:44;
272609-servicio-consultoria-factibilidad-diseno-final-ingenieria-tramos-caminos;272609-llamado-n-106-2014-servicio-consultoria-factibilidad-diseno-final-ingenier;272609-llamado-n-106-2014-servicio-consultoria-factibilidad-diseno-final-ingenieria-tramos-1;55-2013-llamado-mopc-90-2013-expresion-interes-servicios-consultoria-elaboracion;;272609;LLAMADO Nº 106/2014 SERVICIO DE CONSULTORIA PARA LA FACTIBILIDAD Y DISEÑO FINAL DE INGENIERIA DE TRAMOS DE CAMINOS VECINALES EN LOS DEPARTAMENTOS DE ALTO PARANA E ITAPUA. AD REFERENDUM AL PGN 2015;SBPF - Selección cuando el presupuesto es fijo ;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo;ADJ;Adjudicada;23/2/2015 11:00;tradicional;31/12/2014 00:00;19/1/2015 10:43;
285385-locacion-inmueble-determinado-juzgado-paz-yasy-cany-ypejhu-ad-referendum;285385-locacion-inmueble-determinado-juzgado-paz-yasy-cany-ypejhu-ad-referendum;285385-locacion-inmueble-determinado-juzgado-paz-yasy-cany-ypejhu-ad-referendum;;;285385;LOCACION DE INMUEBLE DETERMINADO PARA JUZGADO DE PAZ DE YASY CAÑY y YPEJHU- AD REFERENDUM;LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Corte Suprema de Justicia / Poder Judicial;ADJ;Adjudicada;26/1/2015 08:00;tradicional;31/1/2015 00:00;19/1/2015 10:34;
285280-adquisicion-articulos-ferreteria-baco-ad-referendum;285280-adquisicion-articulos-ferreteria-baco-ad-referendum;285280-adquisicion-articulos-ferreteria-baco-ad-referendum-1;;;285280;Adquisicion de Articulos de Ferreteria (BACO) (Ad Referendum);CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;29/1/2015 14:15;tradicional;31/12/2014 00:00;19/1/2015 09:01;
284510-adquisicion-papel-escritorio-resmas-ad-referendum-2015;284510-adquisicion-papel-escritorio-resmas-ad-referendum-2015;284510-adquisicion-papel-escritorio-resmas-ad-referendum-2015;;;284510;ADQUISICION DE PAPEL ESCRITORIO - RESMAS (AD REFERENDUM 2015);LPN - Licitación Pública Nacional;11 - Utiles de oficina, Productos de papel y cartón e impresos;Honorable Cámara de Diputados / Poder Legislativo;ADJ;Adjudicada;9/2/2015 08:30;tradicional;30/11/2014 00:00;16/1/2015 14:48;
282753-seguro-congreso-nacion;282753-seguro-congreso-nacion;282753-seguro-congreso-nacion-1;;;282753;Seguro para el Congreso de la Nación;CO - Concurso de Ofertas;6 - Seguros;Congreso Nacional / Poder Legislativo;ADJ;Adjudicada;29/1/2015 09:00;tradicional;31/1/2015 00:00;16/1/2015 14:47;
284938-sistema-blindaje-vehiculos;284938-sistema-blindaje-vehiculos;284938-sistema-blindaje-vehiculos;;;284938;SISTEMA DE BLINDAJE DE VEHICULOS;CO - Concurso de Ofertas;25 - Equipos Militares y de Seguridad. Servicio de Seguridad y Vigilancia;Servicio Nacional Antidrogas / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;26/1/2015 08:00;tradicional;31/1/2015 00:00;16/1/2015 14:46;
285669-adquicion-periodicos;285669-adquicion-periodicos;285669-adquicion-periodicos;;;285669;Adquición de Periodicos;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Policia Nacional / Ministerio del Interior / Poder Ejecutivo;ADJ;Adjudicada;26/1/2015 10:30;tradicional;31/1/2015 00:00;16/1/2015 14:34;
284394-mantenimiento-reparacion-equipos-informaticos;284394-mantenimiento-reparacion-equipos-informaticos;284394-mantenimiento-reparacion-equipos-informaticos;;;284394;Mantenimiento y Reparación de Equipos Informáticos;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Arquitectura / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;29/1/2015 09:00;tradicional;28/2/2015 00:00;16/1/2015 14:04;
285086-adquisicion-sistema-ils-dme-aig;285086-adquisicion-sistema-ils-dme-aig;285086-adquisicion-sistema-ils-dme-aig-1;;;285086;ADQUISICIÓN DE SISTEMA ILS/DME PARA EL AIG;LPN - Licitación Pública Nacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Dirección Nacional de Aeronaútica Civil / Empresas Públicas;ADJ;Adjudicada;3/2/2015 09:00;tradicional;31/12/2014 00:00;16/1/2015 14:01;
285784-adquisicion-circuito-ventiladores-filtro-antibacteriano;285784-adquisicion-circuito-ventiladores-filtro-antibacteriano;285784-adquisicion-circuito-ventiladores-filtro-antibacteriano-1;;;285784;ADQUISICION DE CIRCUITO PARA VENTILADORES Y FILTRO ANTIBACTERIANO;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;9/2/2015 08:00;tradicional;31/1/2015 00:00;16/1/2015 12:21;
285580-servicio-gastronomico-organizacion-eventos;285580-servicio-gastronomico-organizacion-eventos;285580-servicio-gastronomico-organizacion-eventos;;;285580;Servicio Gastronomico y Organizacion de Eventos;CO - Concurso de Ofertas;9 - Servicios de ceremonial, gastronomico y funerarios;Policia Nacional / Ministerio del Interior / Poder Ejecutivo;ADJ;Adjudicada;29/1/2015 08:30;tradicional;31/1/2015 00:00;16/1/2015 11:31;
282768-servicio-telefonia-celular;282768-servicio-telefonia-celular,282768-servicio-telefonia-celular-1;282768-servicio-telefonia-celular-1;;;282768;Servicio de telefonía celular;CD - Contratación Directa;7 - Servicios Técnicos;Honorable Cámara de Senadores / Poder Legislativo;ADJ;Adjudicada;2/2/2015 10:00;tradicional;31/1/2015 00:00;16/1/2015 10:38;
285523-provision-periodicos;285523-provision-periodicos;285523-provision-periodicos-1;;;285523;Provisión de Periodicos;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos;ADJ;Adjudicada;26/1/2015 10:00;tradicional;31/1/2015 00:00;16/1/2015 10:30;
284965-mantenimiento-reparacion-aire-acondicionado;284965-mantenimiento-reparacion-aire-acondicionado;284965-mantenimiento-reparacion-aire-acondicionado-1;;;284965;MANTENIMIENTO Y REPARACION DE AIRE ACONDICIONADO;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Defensa Nacional / Poder Ejecutivo;CAN;Anulada o Cancelada;5/2/2015 09:15;tradicional;31/12/2014 00:00;16/1/2015 10:29;
285283-adquisicion-utiles-oficina-tintas-toner-baco-ad-referendum;285283-adquisicion-utiles-oficina-tintas-toner-baco-ad-referendum;285283-adquisicion-utiles-oficina-tintas-toner-baco-ad-referendum;;;285283;Adquisicion de Útiles de Oficina, Tintas y Tóner (BACO) Ad Referendum;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;30/1/2015 14:30;tradicional;31/12/2014 00:00;16/1/2015 10:24;
285468-adquisicion-productos-alimenticios;285468-adquisicion-productos-alimenticios;285468-adquisicion-productos-alimenticios;;;285468;ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS;CD - Contratación Directa;14 - Productos Alimenticios;Universidad Nacional de Itapúa / Universidades Nacionales;ADJ;Adjudicada;3/2/2015 10:00;tradicional;31/12/2014 00:00;16/1/2015 10:19;
283116-servicio-limpieza-facultad-derecho-una;283116-servicio-limpieza-facultad-derecho-una,283116-servicio-limpieza-facultad-derecho-una-1;283116-servicio-limpieza-facultad-derecho-una-1;;;283116;Servicio de Limpieza para la Facultad de Derecho UNA;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Derecho y Ciencias Sociales / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;3/2/2015 10:00;tradicional;30/11/2014 00:00;16/1/2015 09:50;
286044-adquisicion-desmalezadoras-municipalidad-pilar;286044-adquisicion-desmalezadoras-municipalidad-pilar;286044-adquisicion-desmalezadoras-municipalidad-pilar;;;286044;Adquisicion de desmalezadoras para la Municipalidad de Pilar;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Pilar / Municipalidades;ADJ;Adjudicada;28/1/2015 09:30;tradicional;31/1/2015 00:00;16/1/2015 09:36;
284979-licencias-desarrollo-aplicaciones;284979-licencias-desarrollo-aplicaciones;284979-licencias-desarrollo-aplicaciones-1;;;284979;Licencias para desarrollo de aplicaciones;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;ADJ;Adjudicada;2/2/2015 09:30;tradicional;31/12/2014 00:00;16/1/2015 09:34;
285245-adquisicion-serv-mant-rep-equipos-industriales-ad-referendum;285245-adquisicion-serv-mant-rep-equipos-industriales-ad-referendum;285245-adquisicion-serv-mant-rep-equipos-industriales-ad-referendum;;;285245;Adquisición de Serv. de Mant y Rep. de Equipos Industriales (Ad Referendum);CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;23/1/2015 10:00;tradicional;31/12/2014 00:00;16/1/2015 09:12;
